4642,346	0.052632
4642,290	0.090909
4642,274	0.052632
4642,1224	0.250000
4642,408	0.083333
4642,397	0.083333
4642,1504	0.117647
4642,4657	0.071429
4642,1148	0.071429
4642,1387	0.066667
4642,1554	0.090909
4642,1557	0.047619
4642,6693	0.058824
4642,6690	0.500000
4642,6695	0.035714
4642,6694	0.052632
4642,815	0.117647
4642,939	0.076923
4642,797	0.125000
4642,1133	0.062500
4642,517	0.062500
4642,627	0.066667
4642,1101	0.043478
4642,758	0.058824
4642,504	0.444444
4642,601	0.076923
4642,858	0.142857
4642,740	0.090909
4642,741	0.055556
4642,881	0.125000
4642,311	0.214286
4642,635	0.035714
4642,891	0.100000
4642,896	0.090909
4642,1073	0.071429
4642,1413	0.071429
4642,950	0.083333
4642,956	0.050000
4642,711	0.083333
4642,1062	0.030303
4642,447	0.041667
4642,334	0.052632
4642,333	0.050000
4642,945	0.200000
4642,325	0.153846
4642,991	0.076923
4642,738	0.045455
4642,358	0.034483
4642,4708	0.076923
4642,289	0.090909
4642,726	0.066667
4642,727	0.052632
344,553	0.034483
344,684	0.100000
344,1144	0.050000
344,1603	0.250000
344,3320	0.200000
344,1156	0.222222
344,534	0.062500
344,433	0.058824
344,3477	0.250000
344,64	0.050000
344,632	0.047619
344,917	0.033333
344,1021	0.125000
344,745	0.033333
344,976	0.071429
344,315	0.071429
344,1249	0.062500
344,3046	0.200000
344,1060	0.090909
344,1088	0.038462
344,286	0.076923
344,982	0.058824
345,346	0.111111
345,4733	0.100000
345,4734	0.076923
345,297	0.181818
345,271	0.125000
345,102	0.111111
345,106	0.181818
345,105	0.200000
345,94	0.200000
345,559	0.064516
345,1198	0.047619
345,1282	0.133333
345,1289	0.230769
345,1288	0.076923
345,688	0.142857
345,682	0.069767
345,873	0.125000
345,1346	0.181818
345,379	0.090909
345,371	0.166667
345,399	0.111111
345,398	0.200000
345,245	0.428571
345,247	0.133333
345,249	0.095238
345,248	0.250000
345,1147	0.043478
345,1145	0.105263
345,548	0.200000
345,416	0.033333
345,369	0.083333
345,384	0.090909
345,389	0.052632
345,4757	0.125000
345,257	0.083333
345,162	0.062500
345,678	0.133333
345,800	0.047619
345,1552	0.200000
345,51	0.133333
345,53	0.090909
345,530	0.062500
345,539	0.181818
345,421	0.045455
345,425	0.047619
345,4740	0.142857
345,221	0.117647
345,220	0.083333
345,6698	0.095238
345,158	0.090909
345,813	0.200000
345,1128	0.095238
345,1013	0.166667
345,432	0.074074
345,4770	0.086957
345,238	0.066667
345,145	0.181818
345,143	0.142857
345,140	0.064516
345,935	0.117647
345,824	0.038462
345,826	0.055556
345,1276	0.153846
345,1009	0.100000
345,620	0.133333
345,626	0.076923
345,1286	0.100000
345,10	0.153846
345,4762	0.055556
345,4766	0.090909
345,66	0.043478
345,1212	0.076923
345,1218	0.100000
345,1104	0.133333
345,1105	0.105263
345,1108	0.111111
345,219	0.111111
345,918	0.150000
345,840	0.058824
345,663	0.090909
345,1029	0.111111
345,605	0.166667
345,607	0.142857
345,600	0.125000
345,602	0.111111
345,1112	0.125000
345,1118	0.200000
345,483	0.071429
345,198	0.133333
345,191	0.142857
345,193	0.046512
345,906	0.043478
345,904	0.111111
345,905	0.064516
345,857	0.153846
345,853	0.100000
345,6	0.086957
345,741	0.117647
345,744	0.142857
345,746	0.083333
345,747	0.074074
345,1052	0.029851
345,1054	0.071429
345,1057	0.062500
345,1059	0.142857
345,616	0.117647
345,499	0.066667
345,494	0.111111
345,490	0.100000
345,972	0.111111
345,1084	0.083333
345,1082	0.076923
345,973	0.095238
345,180	0.083333
345,869	0.117647
345,868	0.100000
345,861	0.105263
345,867	0.153846
345,74	0.222222
345,73	0.181818
345,1269	0.125000
345,1263	0.071429
345,1265	0.083333
345,319	0.076923
345,314	0.064516
345,6708	0.153846
345,6700	0.200000
345,6706	0.080000
345,964	0.133333
345,878	0.105263
345,1240	0.166667
345,875	0.086957
345,891	0.100000
345,893	0.074074
345,648	0.083333
345,1096	0.050000
345,1250	0.074074
345,306	0.105263
345,473	0.117647
345,470	0.166667
345,4693	0.133333
345,953	0.105263
345,717	0.166667
345,1063	0.060606
345,1064	0.080000
345,1547	0.090909
345,441	0.066667
345,440	0.133333
345,446	0.066667
345,444	0.111111
345,35	0.030303
345,643	0.032258
345,1248	0.066667
345,339	0.142857
345,330	0.153846
345,946	0.222222
345,130	0.060606
345,136	0.071429
345,135	0.153846
345,705	0.034483
345,707	0.181818
345,700	0.181818
345,588	0.028571
345,589	0.035714
345,1380	0.142857
345,651	0.111111
345,326	0.050000
345,4712	0.071429
345,4673	0.125000
345,4672	0.125000
